Title,Title_and_tag,Tag,Link,Category,Author,Image
Vanderbilt: The Rise and Fall of an American Dynasty,"Vanderbilt: The Rise and Fall of an American Dynasty book start great, informative book, book boring, complete book, book jump, anderson cooper vanity project, anderson cooper, cooper mother, chapter title, gilded age woman,","book start great, informative book, book boring, complete book, book jump, anderson cooper vanity project, anderson cooper, cooper mother, chapter title, gilded age woman,",https://www.amazon.com/Vanderbilt-Rise-Fall-American-Dynasty/dp/0062964615/ref=sr_1_13?qid=1636072434&s=books&sr=1-13,Biographies,"Anderson Cooper, Katherine Howe, ",https://m.media-amazon.com/images/I/81ur4nwZdBL._AC_UY218_.jpg
"Feeding the Soul (Because It's My Business): Finding Our Way to Joy, Love, and Freedom","Feeding the Soul (Because It's My Business): Finding Our Way to Joy, Love, and Freedom god lifelong premonition, good vegan recipe, sticky place, african american woman, book, everlasting joy, personal story, broken open, lengthy discourse, point people,","god lifelong premonition, good vegan recipe, sticky place, african american woman, book, everlasting joy, personal story, broken open, lengthy discourse, point people,",https://www.amazon.com/Feeding-Soul-Because-Its-Business/dp/0063080281/ref=sr_1_14?qid=1636072434&s=books&sr=1-14,Biographies,"Tabitha Brown, ",https://m.media-amazon.com/images/I/81X3XjKb3KL._AC_UY218_.jpg
Plandemic: Fear Is the Virus. Truth Is the Cure.,"Plandemic: Fear Is the Virus. Truth Is the Cure. big house, guy, disinformation, sukkas,","big house, guy, disinformation, sukkas,",https://www.amazon.com/Plandemic-Fear-Virus-Truth-Cure/dp/1510765549/ref=sr_1_15?qid=1636072434&s=books&sr=1-15,Biographies,"Mikki Willis, ",https://m.media-amazon.com/images/I/71MFYGSqImL._AC_UY218_.jpg
The Lincoln Highway: A Novel,"The Lincoln Highway: A Novel book great, star book, third book, boring book, book believing, best book, brilliant character, central character, uninteresting character, principal character,","book great, star book, third book, boring book, book believing, best book, brilliant character, central character, uninteresting character, principal character,",https://www.amazon.com/Lincoln-Highway-Novel-Amor-Towles-ebook/dp/B08WRH53MY/ref=sr_1_1?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-1&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"Amor Towles, ",https://m.media-amazon.com/images/I/81GrCFh4oEL._AC_UY218_.jpg
Fizban's Treasury of Dragons (Dungeon & Dragons Book) (Dungeons & Dragons),"Fizban's Treasury of Dragons (Dungeon & Dragons Book) (Dungeons & Dragons) solid book, entire book, book info, good thing, great player option, time thing happen, lair stuff, great muguffin stuff, class specific thing, ua dragonborn race change,","solid book, entire book, book info, good thing, great player option, time thing happen, lair stuff, great muguffin stuff, class specific thing, ua dragonborn race change,",https://www.amazon.com/Fizbans-Treasury-Dragons-Dungeon-Dungeons/dp/0786967293/ref=sr_1_2?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-2&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"Wizards RPG Team, ",https://m.media-amazon.com/images/I/81vkPphfchS._AC_UY218_.jpg
The Judge's List: A Novel,"The Judge's List: A Novel book mr. grisham, bad book, sociopathic serial killer judge, serial killer link, serial killer, bad guy, good guy, loyal grisham reader, john grisham, grisham fan,","book mr. grisham, bad book, sociopathic serial killer judge, serial killer link, serial killer, bad guy, good guy, loyal grisham reader, john grisham, grisham fan,",https://www.amazon.com/The-Judges-List-A-Novel/dp/B093N8JP2B/ref=sr_1_3?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-3&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"John Grisham, ",https://m.media-amazon.com/images/I/71N7vj5cSkL._AC_UY218_.jpg
The Stranger in the Lifeboat: A Novel,"The Stranger in the Lifeboat: A Novel entirety, color, people, skeptical,","entirety, color, people, skeptical,",https://www.amazon.com/Stranger-Lifeboat-Novel-Mitch-Albom/dp/006288834X/ref=sr_1_4?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-4&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"Mitch Albom, ",https://m.media-amazon.com/images/I/71rDThWVwES._AC_UY218_.jpg
It Ends with Us: A Novel,"It Ends with Us: A Novel bad book ive, terrible book, ms. hoover book, book allllll, crappy book, bodice ripper romance novel, complete soft sex fan fiction trash, character development, main character, modern romance novel,","bad book ive, terrible book, ms. hoover book, book allllll, crappy book, bodice ripper romance novel, complete soft sex fan fiction trash, character development, main character, modern romance novel,",https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/dp/1501110365/ref=sr_1_5?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-5&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"Colleen Hoover, ",https://m.media-amazon.com/images/I/71xUvuJiqgL._AC_UY218_.jpg
State of Terror: A Novel,"State of Terror: A Novel impelled louise penny, louise penny, bad book, fictional secretary, louse penny, fictional novel, destroy multiple device, experienced woman, sentence paragraph, complete sentence,","impelled louise penny, louise penny, bad book, fictional secretary, louse penny, fictional novel, destroy multiple device, experienced woman, sentence paragraph, complete sentence,",https://www.amazon.com/State-Terror-Novel-Louise-Penny/dp/198217367X/ref=sr_1_6?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-6&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"Hillary Rodham Clinton, Louise Penny, ",https://m.media-amazon.com/images/I/71ogguMNzHS._AC_UY218_.jpg
The Wish,"The Wish previous book, chick book, recovering cancer patient .. leukemia, big time nicholas, major cancer diagnosis, scary cancer death, big nicholas, main character, good story, character dealing,","previous book, chick book, recovering cancer patient .. leukemia, big time nicholas, major cancer diagnosis, scary cancer death, big nicholas, main character, good story, character dealing,",https://www.amazon.com/The-Wish/dp/B0944BZ5XX/ref=sr_1_8?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-8&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"Nicholas Sparks, ",https://m.media-amazon.com/images/I/81wPRktVjGL._AC_UY218_.jpg
Cloud Cuckoo Land: A Novel,"Cloud Cuckoo Land: A Novel separate good book, current book, sad book, previous book, real human character, greek character, story telling, ancient greek fairy tale, tepid character, light,","separate good book, current book, sad book, previous book, real human character, greek character, story telling, ancient greek fairy tale, tepid character, light,",https://www.amazon.com/Cloud-Cuckoo-Land-Anthony-Doerr/dp/1982168439/ref=sr_1_9?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-9&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"Anthony Doerr, ",https://m.media-amazon.com/images/I/81Ta5Jce+eL._AC_UY218_.jpg
Apples Never Fall,"Apples Never Fall favorite book, entire book, character development, character action, single character, shallow character, successful writing good domestic thriller, liane moriarty, moriarty ha, hard time,","favorite book, entire book, character development, character action, single character, shallow character, successful writing good domestic thriller, liane moriarty, moriarty ha, hard time,",https://www.amazon.com/Apples-Never-Fall/dp/B08V8939WY/ref=sr_1_10?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-10&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"Liane Moriarty, ",https://m.media-amazon.com/images/I/81ZV+TzlboL._AC_UY218_.jpg
The Last Thing He Told Me: A Novel,"The Last Thing He Told Me: A Novel reese witherspoon book club pick, entire book, hurling book, over-rated book, book suspenseful, star review, main character making odd gut-decisions, frustrating main character, star reviewer, .the author,","reese witherspoon book club pick, entire book, hurling book, over-rated book, book suspenseful, star review, main character making odd gut-decisions, frustrating main character, star reviewer, .the author,",https://www.amazon.com/Last-Thing-He-Told-Me/dp/1501171348/ref=sr_1_11?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-11&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"Laura Dave, ",https://m.media-amazon.com/images/I/51G2Y+mbUpL._AC_UY218_.jpg
The Seven Husbands of Evelyn Hugo: A Novel,"The Seven Husbands of Evelyn Hugo: A Novel successful closeted lesbian movie star, book waiting, bisexual movie star, likeable character, character play, character perspective, main character, central character, countless life, good light,","successful closeted lesbian movie star, book waiting, bisexual movie star, likeable character, character play, character perspective, main character, central character, countless life, good light,",https://www.amazon.com/Seven-Husbands-Evelyn-Hugo-Novel/dp/1501161938/ref=sr_1_12?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-12&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"Taylor Jenkins Reid, ",https://m.media-amazon.com/images/I/716Tlym5yRL._AC_UY218_.jpg
Better Off Dead: A Jack Reacher Novel,"Better Off Dead: A Jack Reacher Novel comic book character, child book, great book, bargain book, horrible book, good thing, andrew child novel, andrew child, main female character, intriguing thing,","comic book character, child book, great book, bargain book, horrible book, good thing, andrew child novel, andrew child, main female character, intriguing thing,",https://www.amazon.com/Better-Off-Dead-Reacher-Novel-ebook/dp/B08SBMCSQQ/ref=sr_1_13?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-13&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"Lee Child, ",https://m.media-amazon.com/images/I/81s62RyNcUL._AC_UY218_.jpg
Game On: Tempting Twenty-Eight (Stephanie Plum Book 28),"Game On: Tempting Twenty-Eight (Stephanie Plum Book 28) stephanie plum book, stephanie grandma mazur considers, wicked book coming, typical stephanie plum caper, time stephanie, uninspired book, stephanie plum, diesel grandma bella, extra income stephanie, time diesel,","stephanie plum book, stephanie grandma mazur considers, wicked book coming, typical stephanie plum caper, time stephanie, uninspired book, stephanie plum, diesel grandma bella, extra income stephanie, time diesel,",https://www.amazon.com/Game-Tempting-Twenty-Eight-Stephanie-Plum-ebook/dp/B08VJM3RKN/ref=sr_1_14?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-14&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"Janet Evanovich, ",https://m.media-amazon.com/images/I/71PyDZPQcBL._AC_UY218_.jpg
Lore Olympus: Volume One,"Lore Olympus: Volume One bad book, great book, book ive, favorite webtoon, fantastic series, bad language, second charge, 100th time, drugging people, story,","bad book, great book, book ive, favorite webtoon, fantastic series, bad language, second charge, 100th time, drugging people, story,",https://www.amazon.com/Lore-Olympus-One-Rachel-Smythe/dp/0593160290/ref=sr_1_15?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-15&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"Rachel Smythe, ",https://m.media-amazon.com/images/I/91ABnpxiy+L._AC_UY218_.jpg
The Babylon Bee Guide to Wokeness,"The Babylon Bee Guide to Wokeness cutting-edge internet humor, babylon bee homepage, babylon bee, court-mandated volunteer time, simple thing, relatable humor, good book, people writing, bad boy, bad attitude,","cutting-edge internet humor, babylon bee homepage, babylon bee, court-mandated volunteer time, simple thing, relatable humor, good book, people writing, bad boy, bad attitude,",https://www.amazon.com/Babylon-Bee-Guide-Wokeness/dp/1684512719/ref=sr_1_16?qid=1636072681&qsid=140-8072226-5087463&s=books&sr=1-16&sres=0735222355%2C0786967293%2C0385546025%2C006288834X%2C1501110365%2C198217367X%2C1101885688%2C1538728621%2C1982168439%2C1250220254%2C1501171348%2C1501161938%2C1984818503%2C198215487X%2C0593160290%2C1684512719,Literature & Fiction,"Babylon Bee, ",https://m.media-amazon.com/images/I/71EDL1ZyoAS._AC_UY218_.jpg
Not All Diamonds and Rosé: The Inside Story of The Real Housewives from the People Who Lived It,"Not All Diamonds and Rosé: The Inside Story of The Real Housewives from the People Who Lived It book amazon, book cover, andy cohens publishing company, strong feeling concerning brandi, drunk woman, good story, andy cohen, thing, good condition, disgusting multiple round,","book amazon, book cover, andy cohens publishing company, strong feeling concerning brandi, drunk woman, good story, andy cohen, thing, good condition, disgusting multiple round,",https://www.amazon.com/Not-All-Diamonds-Ros%C3%A9-Housewives/dp/1250765781/ref=sr_1_1?qid=1636072788&s=books&sr=1-1,History,"Dave Quinn, ",https://m.media-amazon.com/images/I/71BMsKPqsIS._AC_UY218_.jpg
"Rigged: How the Media, Big Tech, and the Democrats Seized Our Elections","Rigged: How the Media, Big Tech, and the Democrats Seized Our Elections election law, election day, presidential election, rigged election, voter fraud, author shrill complaining, actual fraud, illegal biden vote, book peril, real solid evidence,","election law, election day, presidential election, rigged election, voter fraud, author shrill complaining, actual fraud, illegal biden vote, book peril, real solid evidence,",https://www.amazon.com/Rigged-Media-Democrats-Seized-Elections/dp/168451259X/ref=sr_1_3?qid=1636072788&s=books&sr=1-3,History,"Mollie Hemingway, ",https://m.media-amazon.com/images/I/71hh+Sn5WOS._AC_UY218_.jpg
"To Rescue the Republic: Ulysses S. Grant, the Fragile Union, and the Crisis of 1876","To Rescue the Republic: Ulysses S. Grant, the Fragile Union, and the Crisis of 1876 chernows book, book unnecessary, five-star book, decent book, book open, shared american ideology, ron chernows biography, irritating woke propaganda inherent, never-trumper baier hype, late nineteenth century,","chernows book, book unnecessary, five-star book, decent book, book open, shared american ideology, ron chernows biography, irritating woke propaganda inherent, never-trumper baier hype, late nineteenth century,",https://www.amazon.com/Rescue-Republic-Ulysses-Fragile-Crisis/dp/0063039540/ref=sr_1_4?qid=1636072788&s=books&sr=1-4,History,"Bret Baier, ",https://m.media-amazon.com/images/I/81u8pA8kNEL._AC_UY218_.jpg
Midnight in Washington: How We Almost Lost Our Democracy and Still Could,"Midnight in Washington: How We Almost Lost Our Democracy and Still Could adam schiff, book, shifty schiff, vice president joe, ukrainian energy company burisma, opposing party, democratic party, ukrainian president, criminal investigation, fbi investigation,","adam schiff, book, shifty schiff, vice president joe, ukrainian energy company burisma, opposing party, democratic party, ukrainian president, criminal investigation, fbi investigation,",https://www.amazon.com/Midnight-Washington-Almost-Democracy-Still/dp/059323152X/ref=sr_1_5?qid=1636072788&s=books&sr=1-5,History,"Adam Schiff, ",https://m.media-amazon.com/images/I/81GsPCydFPL._AC_UY218_.jpg
Vanderbilt: The Rise and Fall of an American Dynasty,"Vanderbilt: The Rise and Fall of an American Dynasty book start great, informative book, book boring, complete book, book jump, anderson cooper vanity project, anderson cooper, cooper mother, chapter title, gilded age woman,","book start great, informative book, book boring, complete book, book jump, anderson cooper vanity project, anderson cooper, cooper mother, chapter title, gilded age woman,",https://www.amazon.com/Vanderbilt-Rise-Fall-American-Dynasty/dp/0062964615/ref=sr_1_7?qid=1636072788&s=books&sr=1-7,History,"Anderson Cooper, Katherine Howe, ",https://m.media-amazon.com/images/I/81ur4nwZdBL._AC_UY218_.jpg
Sapiens: A Brief History of Humankind,"Sapiens: A Brief History of Humankind long book, good book, book full, pompous book, historical inter-subjective reality, inter-subjective reality, modern human, human nature, interesting history, human cooperation,","long book, good book, book full, pompous book, historical inter-subjective reality, inter-subjective reality, modern human, human nature, interesting history, human cooperation,",https://www.amazon.com/Sapiens-Humankind-Yuval-Noah-Harari/dp/0062316117/ref=sr_1_9?qid=1636072788&s=books&sr=1-9,History,"Yuval Harari, ",https://m.media-amazon.com/images/I/71N3-FFSDxL._AC_UY218_.jpg
Woke Up This Morning: The Definitive Oral History of The Sopranos,"Woke Up This Morning: The Definitive Oral History of The Sopranos good book, talking sopranos podcast, loyal podcast listener, excellent podcast, talking sopranos, talking soprano, entire tv series, sopranos tv, large scale series, soprano prequel,","good book, talking sopranos podcast, loyal podcast listener, excellent podcast, talking sopranos, talking soprano, entire tv series, sopranos tv, large scale series, soprano prequel,",https://www.amazon.com/Woke-Up-This-Morning-Definitive/dp/0063090023/ref=sr_1_11?qid=1636072788&s=books&sr=1-11,History,"Michael Imperioli, Steve Schirripa, ",https://m.media-amazon.com/images/I/71MQ-G3kX1L._AC_UY218_.jpg
Gastro Obscura: A Food Adventurer's Guide (Atlas Obscura),"Gastro Obscura: A Food Adventurer's Guide (Atlas Obscura) interesting book, wacky food item, nice marketing ploy obscura, food item, unusual food, recipe, gastro obscura, foodie friend, destination ...., cover read,","interesting book, wacky food item, nice marketing ploy obscura, food item, unusual food, recipe, gastro obscura, foodie friend, destination ...., cover read,",https://www.amazon.com/Gastro-Obscura-Adventurers-Guide-Atlas/dp/1523502193/ref=sr_1_12?qid=1636072788&s=books&sr=1-12,History,"Dylan Thuras, Cecily Wong, ",https://m.media-amazon.com/images/I/91a8I2CEO+L._AC_UY218_.jpg
San Fransicko: Why Progressives Ruin Cities,"San Fransicko: Why Progressives Ruin Cities people free house, state government lifer, progressive solution, once-great state, homeless problem, street people, people pissing, crime free life, progressive idea, admitted progressive,","people free house, state government lifer, progressive solution, once-great state, homeless problem, street people, people pissing, crime free life, progressive idea, admitted progressive,",https://www.amazon.com/San-Fransicko-Progressives-Ruin-Cities/dp/0063093626/ref=sr_1_13?qid=1636072788&s=books&sr=1-13,History,"Michael Shellenberger, ",https://m.media-amazon.com/images/I/913fo3RVgPL._AC_UY218_.jpg
Where the Deer and the Antelope Play: The Pastoral Observations of One Ignorant American Who Loves to Walk Outside,"Where the Deer and the Antelope Play: The Pastoral Observations of One Ignorant American Who Loves to Walk Outside nature book, previous book, book wa, book doe, bad people, exploring nature, gorgeous nature, bad white, social commentary, author,","nature book, previous book, book wa, book doe, bad people, exploring nature, gorgeous nature, bad white, social commentary, author,",https://www.amazon.com/Where-Deer-Antelope-Play-Observations/dp/1101984694/ref=sr_1_15?qid=1636072788&s=books&sr=1-15,History,"Nick Offerman, ",https://m.media-amazon.com/images/I/814i+bMiprL._AC_UY218_.jpg
Extreme Ownership: How U.S. Navy SEALs Lead and Win,"Extreme Ownership: How U.S. Navy SEALs Lead and Win good leadership book, war story book, leadership book, book surround anecdotal story, history/war book -1 star, star book, military book, excellent book, physical book, navy seal leadership tactic,","good leadership book, war story book, leadership book, book surround anecdotal story, history/war book -1 star, star book, military book, excellent book, physical book, navy seal leadership tactic,",https://www.amazon.com/Extreme-Ownership-audiobook/dp/B015TM0RM4/ref=sr_1_16?qid=1636072788&s=books&sr=1-16,History,"Jocko Willink, ",https://m.media-amazon.com/images/I/81zCJh6xsQL._AC_UY218_.jpg
Peril,"Peril great espionage book, great thing trump, president trump, great politician, great dad, theater starring good dems, general milley wonder, making big money, complete liberal hack job, partisan bias,","great espionage book, great thing trump, president trump, great politician, great dad, theater starring good dems, general milley wonder, making big money, complete liberal hack job, partisan bias,",https://www.amazon.com/Peril-Bob-Woodward/dp/1982182911/ref=sr_1_2?qid=1636073028&qsid=139-3550215-9846745&s=books&sr=1-2&sres=0374157359%2C1982182911%2C168451259X%2C125083239X%2C0063039540%2C059323152X%2C0062976583%2C0140280197%2C150113597X%2C154164753X%2C0593423062%2C1510765549%2C1737478501%2C0062316117%2C163763059X%2C0593577922,Politics & Social Sciences,"Bob Woodward, ",https://m.media-amazon.com/images/I/71gk+H+yEkL._AC_UY218_.jpg
"Rigged: How the Media, Big Tech, and the Democrats Seized Our Elections","Rigged: How the Media, Big Tech, and the Democrats Seized Our Elections election law, election day, presidential election, rigged election, voter fraud, author shrill complaining, actual fraud, illegal biden vote, book peril, real solid evidence,","election law, election day, presidential election, rigged election, voter fraud, author shrill complaining, actual fraud, illegal biden vote, book peril, real solid evidence,",https://www.amazon.com/Rigged-Media-Democrats-Seized-Elections/dp/168451259X/ref=sr_1_3?qid=1636073028&qsid=139-3550215-9846745&s=books&sr=1-3&sres=0374157359%2C1982182911%2C168451259X%2C125083239X%2C0063039540%2C059323152X%2C0062976583%2C0140280197%2C150113597X%2C154164753X%2C0593423062%2C1510765549%2C1737478501%2C0062316117%2C163763059X%2C0593577922,Politics & Social Sciences,"Mollie Hemingway, ",https://m.media-amazon.com/images/I/71hh+Sn5WOS._AC_UY218_.jpg
